team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
MIN,2021,MIN,MIN,Team Level,all,79,0.51,0.51,0.51,288954.0,2496.34,245.96,175.28,558.22,80.52,1398.38,1005.72,236.71,248.24,238.93,2584.0,881.0,1103.0,4568.0,295.0,181.0,40.0,586.0,80.0,1130.0,1193.0,2289.0,3170.0,324.0,763.0,2211.0,1786.0,467.0,555.0,2566.0,668.0,231.0,77.96,81.49,86.5,109.0,97.0,89.0,4632.99,3465.0,3500.13,266.0,39.2,41.88,41.96,243.14,245.28,239.2,2430.27,236.46,168.17,554.49,78.6,1367.46,986.9,224.13,235.51,223.22,2490.0,903.0,1074.0,4467.0,241.0,165.0,37.0,584.0,92.0,1021.0,1290.0,2249.0,3152.0,325.0,752.0,2446.0,1784.0,485.0,570.0,2537.0,621.0,235.0,71.53,75.48,89.45,67.0,77.0,97.0,4430.04,3393.0,3376.81,328.0,37.33,39.78,39.78,233.92,232.68,225.61
MIN,2021,MIN,MIN,Team Level,5on5,79,0.53,0.51,0.51,228759.0,1923.42,157.5,129.99,446.99,61.77,1069.38,797.38,152.96,159.78,155.18,1975.0,688.0,861.0,3524.0,200.0,139.0,28.0,465.0,57.0,867.0,935.0,1775.0,2463.0,290.0,690.0,1638.0,1638.0,385.0,454.0,2018.0,520.0,125.0,60.83,62.73,33.93,88.0,74.0,38.0,3588.99,2663.0,2698.13,230.0,26.85,29.21,29.29,155.05,157.19,154.63,1812.21,137.07,119.31,435.58,58.26,1021.97,752.82,132.95,136.12,132.03,1846.0,679.0,829.0,3354.0,144.0,108.0,19.0,468.0,67.0,726.0,1012.0,1702.0,2381.0,287.0,673.0,1815.0,1633.0,392.0,461.0,1976.0,447.0,102.0,53.98,54.72,28.36,51.0,61.0,32.0,3317.04,2525.0,2508.8,279.0,24.53,22.57,22.67,138.92,137.67,135.47
MIN,2021,MIN,MIN,Team Level,4on5,79,0.07,0.1,0.11,23710.0,51.37,3.98,2.62,7.2,1.6,17.36,38.25,3.93,3.98,3.93,55.0,16.0,9.0,80.0,2.0,0.0,0.0,6.0,0.0,18.0,45.0,53.0,69.0,6.0,12.0,196.0,60.0,38.0,25.0,54.0,16.0,1.0,1.54,2.03,0.41,0.0,2.0,0.0,80.0,71.0,71.0,21.0,0.61,0.0,0.0,4.58,4.58,4.52,388.16,55.75,34.33,80.55,12.78,238.07,125.52,49.73,55.75,49.73,408.0,139.0,162.0,709.0,59.0,48.0,16.0,80.0,16.0,195.0,149.0,349.0,488.0,14.0,28.0,233.0,27.0,14.0,47.0,369.0,108.0,70.0,10.66,12.56,32.52,6.0,11.0,42.0,709.0,547.0,547.0,4.0,8.91,14.63,14.53,50.12,50.12,47.2
MIN,2021,MIN,MIN,Team Level,5on4,79,0.87,0.85,0.83,22625.0,331.85,43.68,29.12,69.78,10.89,206.03,104.51,40.95,43.68,40.95,348.0,116.0,152.0,616.0,44.0,31.0,8.0,77.0,15.0,166.0,131.0,304.0,420.0,20.0,45.0,221.0,33.0,18.0,56.0,342.0,72.0,50.0,9.49,9.3,24.89,7.0,12.0,25.0,616.0,464.0,464.0,8.0,7.64,8.11,8.11,43.21,43.21,41.19,69.74,6.5,3.54,9.49,2.01,22.43,50.03,6.41,6.5,6.41,81.0,13.0,16.0,110.0,5.0,0.0,0.0,9.0,3.0,20.0,57.0,76.0,89.0,16.0,35.0,217.0,88.0,49.0,28.0,66.0,18.0,10.0,1.77,2.0,2.73,2.0,1.0,2.0,110.0,94.0,94.0,27.0,0.82,0.0,0.0,7.32,7.32,7.21
OTT,2021,OTT,OTT,Team Level,other,79,0.44,0.47,0.45,10673.0,126.68,26.55,9.32,22.11,4.15,65.9,41.97,25.17,26.55,25.17,126.0,44.0,60.0,230.0,24.0,9.0,1.0,20.0,6.0,59.0,52.0,102.0,146.0,6.0,14.0,115.0,38.0,20.0,29.0,81.0,52.0,37.0,2.81,6.89,16.85,5.0,3.0,16.0,230.0,170.0,170.0,12.0,2.67,2.43,2.8,26.41,26.41,25.16,152.56,33.88,11.13,26.75,4.99,79.42,51.83,32.64,33.88,32.64,141.0,67.0,54.0,262.0,36.0,15.0,1.0,20.0,10.0,59.0,68.0,105.0,172.0,14.0,28.0,126.0,38.0,21.0,28.0,100.0,64.0,44.0,4.33,7.57,21.97,6.0,12.0,18.0,262.0,208.0,208.0,13.0,3.15,3.51,3.81,33.22,33.22,32.21
OTT,2021,OTT,OTT,Team Level,all,79,0.48,0.48,0.48,287025.0,2385.01,237.96,169.65,530.74,77.54,1317.18,952.93,228.97,238.76,229.74,2368.0,918.0,1048.0,4334.0,215.0,181.0,25.0,528.0,84.0,1062.0,1216.0,2153.0,3071.0,304.0,707.0,2133.0,2340.0,533.0,782.0,2319.0,728.0,239.0,68.84,89.18,79.94,60.0,82.0,73.0,4339.85,3286.0,3290.22,475.0,37.35,36.82,37.24,238.06,238.53,233.05,2596.86,259.98,186.1,572.08,82.97,1447.86,1039.04,250.73,261.54,252.24,2635.0,953.0,1159.0,4747.0,254.0,198.0,38.0,582.0,90.0,1189.0,1275.0,2381.0,3334.0,296.0,690.0,2320.0,1990.0,511.0,764.0,2524.0,818.0,246.0,76.48,97.85,85.65,68.0,102.0,84.0,4772.36,3588.0,3608.94,451.0,41.2,42.15,42.45,258.73,260.17,253.93
OTT,2021,OTT,OTT,Team Level,5on5,79,0.47,0.48,0.48,232154.0,1858.61,157.61,124.87,436.09,60.86,1036.71,761.86,153.53,158.41,154.31,1845.0,733.0,849.0,3427.0,144.0,137.0,18.0,435.0,66.0,809.0,987.0,1701.0,2434.0,270.0,631.0,1650.0,2217.0,427.0,625.0,1920.0,518.0,140.0,57.66,63.08,36.87,49.0,64.0,31.0,3432.85,2578.0,2582.22,416.0,25.78,25.29,25.57,157.82,158.28,156.27,2000.12,176.32,136.52,456.76,63.46,1115.54,825.41,171.15,177.87,172.66,2023.0,751.0,943.0,3717.0,167.0,137.0,29.0,464.0,66.0,930.0,1010.0,1856.0,2607.0,251.0,598.0,1746.0,1835.0,404.0,637.0,2002.0,631.0,141.0,60.94,76.01,39.36,56.0,72.0,39.0,3742.36,2774.0,2794.94,404.0,28.28,29.44,29.68,174.91,176.35,173.21
OTT,2021,OTT,OTT,Team Level,4on5,79,0.17,0.14,0.15,22836.0,71.82,8.86,4.01,8.87,2.03,21.8,48.44,8.6,8.86,8.6,73.0,21.0,17.0,111.0,7.0,4.0,0.0,4.0,2.0,15.0,62.0,66.0,87.0,13.0,26.0,170.0,54.0,66.0,45.0,53.0,29.0,12.0,1.65,3.5,3.71,2.0,2.0,3.0,111.0,94.0,94.0,41.0,0.91,1.16,1.16,8.62,8.62,8.57,389.4,44.24,35.59,81.09,12.86,235.83,123.4,41.48,44.24,41.48,410.0,123.0,143.0,676.0,47.0,44.0,8.0,89.0,12.0,181.0,160.0,363.0,486.0,18.0,32.0,261.0,34.0,24.0,70.0,371.0,108.0,54.0,9.51,12.29,22.45,4.0,16.0,27.0,676.0,533.0,533.0,6.0,9.12,8.78,8.54,44.82,44.82,42.79
OTT,2021,OTT,OTT,Team Level,5on4,79,0.89,0.86,0.86,21362.0,327.9,44.94,31.45,63.66,10.51,192.76,100.67,41.66,44.94,41.66,324.0,120.0,122.0,566.0,40.0,31.0,6.0,69.0,10.0,179.0,115.0,284.0,404.0,15.0,36.0,198.0,31.0,20.0,83.0,265.0,129.0,50.0,6.73,15.7,22.51,4.0,13.0,23.0,566.0,444.0,444.0,6.0,7.98,7.94,7.71,45.21,45.21,43.03,54.78,5.54,2.86,7.49,1.65,17.06,38.4,5.47,5.54,5.47,61.0,12.0,19.0,92.0,4.0,2.0,0.0,9.0,2.0,19.0,37.0,57.0,69.0,13.0,32.0,187.0,83.0,62.0,29.0,51.0,15.0,7.0,1.69,1.97,1.87,2.0,2.0,0.0,92.0,73.0,73.0,28.0,0.65,0.42,0.42,5.78,5.78,5.73
NYI,2021,NYI,NYI,Team Level,other,79,0.45,0.47,0.49,11005.0,124.3,23.64,8.87,22.85,4.09,71.6,48.95,22.25,23.64,22.25,132.0,48.0,45.0,225.0,21.0,10.0,2.0,29.0,9.0,47.0,64.0,111.0,159.0,7.0,14.0,102.0,32.0,20.0,44.0,116.0,34.0,30.0,5.08,4.29,14.27,5.0,5.0,11.0,225.0,180.0,180.0,21.0,2.44,2.59,2.59,23.5,23.5,22.15,137.15,28.88,10.04,24.13,4.48,74.05,47.43,27.84,28.88,27.84,152.0,37.0,62.0,251.0,32.0,6.0,2.0,22.0,6.0,65.0,58.0,120.0,157.0,5.0,10.0,127.0,24.0,21.0,33.0,98.0,51.0,40.0,3.55,6.17,19.16,5.0,5.0,22.0,251.0,189.0,189.0,14.0,2.87,2.12,2.12,29.63,29.63,28.74
NYI,2021,NYI,NYI,Team Level,all,79,0.48,0.47,0.47,287413.0,2206.28,208.99,156.42,503.28,73.19,1243.17,906.96,200.03,210.51,201.49,2278.0,814.0,998.0,4090.0,216.0,169.0,26.0,512.0,104.0,922.0,1169.0,2062.0,2876.0,263.0,603.0,2140.0,1973.0,479.0,820.0,2330.0,545.0,217.0,69.85,65.81,73.32,78.0,68.0,70.0,4117.05,3092.0,3111.4,460.0,34.18,36.02,36.02,207.15,208.72,203.35,2496.98,227.97,171.72,579.48,82.7,1413.33,1018.0,219.56,228.48,220.01,2576.0,920.0,1197.0,4693.0,223.0,204.0,35.0,495.0,101.0,1094.0,1379.0,2353.0,3273.0,265.0,612.0,2041.0,1574.0,455.0,859.0,2682.0,584.0,230.0,79.5,71.22,77.25,88.0,62.0,73.0,4695.86,3496.0,3499.04,493.0,37.25,42.86,42.86,222.23,222.46,217.67
NYI,2021,NYI,NYI,Team Level,5on5,79,0.47,0.46,0.46,237022.0,1742.86,144.62,118.97,413.85,57.42,979.33,723.81,140.59,146.14,142.05,1798.0,640.0,831.0,3269.0,153.0,129.0,19.0,421.0,77.0,728.0,930.0,1645.0,2285.0,234.0,542.0,1710.0,1880.0,408.0,686.0,1869.0,437.0,132.0,55.77,52.34,36.51,63.0,55.0,35.0,3296.05,2438.0,2457.4,407.0,24.46,26.13,26.13,142.96,144.52,142.62,2028.61,162.73,133.54,488.26,66.99,1150.21,841.46,157.34,163.24,157.8,2076.0,770.0,989.0,3835.0,154.0,166.0,28.0,418.0,81.0,867.0,1160.0,1922.0,2692.0,243.0,565.0,1576.0,1476.0,386.0,733.0,2255.0,441.0,150.0,66.57,53.92,42.25,74.0,48.0,32.0,3837.86,2846.0,2849.04,437.0,27.31,34.11,34.11,155.8,156.02,153.52
NYI,2021,NYI,NYI,Team Level,4on5,79,0.14,0.15,0.17,19735.0,57.87,5.07,2.81,8.1,1.8,19.15,43.07,5.01,5.07,5.01,60.0,20.0,10.0,90.0,3.0,3.0,0.0,3.0,1.0,12.0,58.0,57.0,77.0,6.0,12.0,152.0,42.0,40.0,27.0,62.0,12.0,6.0,1.88,1.48,1.71,1.0,1.0,1.0,90.0,80.0,80.0,24.0,0.65,0.78,0.78,4.94,4.94,4.91,273.34,30.6,25.01,59.35,9.47,171.24,89.33,28.87,30.6,28.87,284.0,101.0,136.0,521.0,31.0,29.0,4.0,51.0,13.0,152.0,109.0,253.0,354.0,12.0,24.0,171.0,23.0,11.0,55.0,273.0,80.0,32.0,7.59,9.52,13.5,8.0,7.0,16.0,521.0,385.0,385.0,6.0,6.36,5.69,5.69,31.28,31.28,29.91
NYI,2021,NYI,NYI,Team Level,5on4,79,0.86,0.85,0.84,19651.0,281.26,35.66,25.77,58.48,9.88,173.09,91.14,32.18,35.66,32.18,288.0,106.0,112.0,506.0,39.0,27.0,5.0,59.0,17.0,135.0,117.0,249.0,355.0,16.0,35.0,176.0,19.0,11.0,63.0,283.0,62.0,49.0,7.12,7.7,20.83,9.0,7.0,23.0,506.0,394.0,394.0,8.0,6.62,6.52,6.52,35.76,35.76,33.66,57.88,5.75,3.12,7.74,1.77,17.84,39.78,5.49,5.75,5.49,64.0,12.0,10.0,86.0,6.0,3.0,1.0,4.0,1.0,10.0,52.0,58.0,70.0,5.0,13.0,167.0,51.0,37.0,38.0,56.0,12.0,8.0,1.79,1.61,2.35,1.0,2.0,3.0,86.0,76.0,76.0,36.0,0.72,0.93,0.93,5.53,5.53,5.5
ANA,2021,ANA,ANA,Team Level,other,80,0.37,0.42,0.42,9438.0,116.57,20.9,7.61,21.53,3.95,62.99,46.02,20.47,20.9,20.47,119.0,44.0,48.0,211.0,22.0,6.0,1.0,18.0,5.0,49.0,63.0,97.0,141.0,10.0,20.0,114.0,29.0,13.0,23.0,100.0,39.0,24.0,3.84,4.66,12.39,6.0,5.0,11.0,211.0,163.0,163.0,9.0,2.13,2.06,2.06,20.98,20.98,20.79,166.33,36.28,11.01,28.21,5.15,85.25,63.09,33.07,36.28,33.07,171.0,58.0,62.0,291.0,38.0,6.0,2.0,21.0,4.0,73.0,87.0,133.0,191.0,4.0,6.0,125.0,28.0,32.0,21.0,129.0,57.0,43.0,5.3,6.73,24.24,8.0,11.0,19.0,291.0,229.0,229.0,8.0,3.06,1.89,1.89,37.44,37.44,34.35
ANA,2021,ANA,ANA,Team Level,all,80,0.46,0.47,0.47,292920.0,2332.13,210.26,157.12,535.84,77.16,1299.62,975.0,203.79,210.3,203.78,2343.0,912.0,1047.0,4302.0,221.0,173.0,37.0,502.0,78.0,982.0,1299.0,2122.0,3034.0,289.0,680.0,2133.0,1662.0,483.0,754.0,2467.0,592.0,196.0,71.34,72.06,66.86,73.0,76.0,72.0,4286.25,3255.0,3244.72,394.0,34.32,36.23,36.49,208.09,207.83,204.4,2624.6,242.41,182.19,597.02,87.6,1490.48,1090.3,233.0,244.44,234.96,2673.0,1017.0,1090.0,4780.0,260.0,195.0,22.0,618.0,82.0,1135.0,1400.0,2413.0,3430.0,282.0,679.0,2278.0,1667.0,504.0,808.0,2782.0,712.0,196.0,82.56,86.08,73.78,97.0,105.0,58.0,4829.55,3690.0,3725.95,394.0,39.93,38.51,38.51,243.83,245.64,238.64
ANA,2021,ANA,ANA,Team Level,5on5,80,0.48,0.48,0.48,241457.0,1892.69,151.31,123.26,449.69,62.77,1048.67,802.31,146.29,151.35,146.29,1891.0,747.0,829.0,3467.0,150.0,149.0,32.0,426.0,55.0,777.0,1081.0,1741.0,2488.0,260.0,616.0,1622.0,1559.0,415.0,648.0,2030.0,480.0,128.0,58.21,58.52,34.58,58.0,57.0,35.0,3451.25,2638.0,2627.72,354.0,25.42,30.13,30.39,146.35,146.09,143.87,2034.24,161.9,136.4,484.5,68.39,1157.99,861.82,157.28,163.93,159.23,2058.0,813.0,905.0,3776.0,184.0,158.0,15.0,501.0,66.0,862.0,1100.0,1874.0,2687.0,258.0,627.0,1785.0,1548.0,415.0,694.0,2227.0,529.0,115.0,65.98,64.02,31.89,84.0,79.0,21.0,3825.55,2871.0,2906.95,350.0,28.05,30.94,31.17,158.78,160.6,158.29
ANA,2021,ANA,ANA,Team Level,4on5,80,0.11,0.11,0.12,21062.0,50.6,4.72,2.67,7.06,1.54,16.58,37.43,4.64,4.72,4.64,58.0,12.0,7.0,77.0,4.0,2.0,0.0,3.0,0.0,11.0,50.0,54.0,66.0,6.0,18.0,169.0,47.0,37.0,28.0,54.0,11.0,5.0,1.69,1.32,1.71,1.0,1.0,2.0,77.0,70.0,70.0,28.0,0.62,0.43,0.43,4.91,4.91,4.87,362.67,39.3,31.81,75.37,12.15,227.11,120.26,37.76,39.3,37.76,375.0,131.0,114.0,620.0,35.0,31.0,5.0,83.0,11.0,186.0,160.0,340.0,471.0,18.0,42.0,219.0,17.0,17.0,54.0,364.0,108.0,34.0,9.5,13.07,16.72,5.0,12.0,18.0,620.0,506.0,506.0,1.0,8.12,5.68,5.45,41.96,41.96,40.41
ANA,2021,ANA,ANA,Team Level,5on4,80,0.87,0.85,0.82,20963.0,272.27,33.33,23.59,57.57,8.91,171.38,89.24,32.38,33.33,32.38,275.0,109.0,163.0,547.0,45.0,16.0,4.0,55.0,18.0,145.0,105.0,230.0,339.0,13.0,26.0,228.0,27.0,18.0,55.0,283.0,62.0,39.0,7.6,7.54,18.18,8.0,13.0,24.0,547.0,384.0,384.0,3.0,6.13,3.61,3.61,35.85,35.85,34.88,61.36,4.95,2.98,8.94,1.9,20.12,45.12,4.91,4.95,4.91,69.0,15.0,9.0,93.0,3.0,0.0,0.0,13.0,1.0,14.0,53.0,66.0,81.0,2.0,4.0,149.0,74.0,40.0,39.0,62.0,18.0,4.0,1.77,2.26,0.92,0.0,3.0,0.0,93.0,84.0,84.0,35.0,0.69,0.0,0.0,5.63,5.63,5.59
SJS,2021,SJS,SJS,Team Level,other,79,0.4,0.48,0.47,9286.0,124.32,23.63,9.25,21.9,3.92,68.82,41.48,22.46,23.63,22.46,123.0,46.0,54.0,223.0,27.0,11.0,4.0,22.0,4.0,50.0,55.0,96.0,142.0,5.0,10.0,124.0,24.0,31.0,24.0,87.0,50.0,32.0,3.31,6.42,13.89,5.0,5.0,17.0,223.0,169.0,169.0,8.0,2.65,3.68,3.62,22.66,22.66,21.58,140.56,35.18,9.09,24.67,4.37,67.86,51.82,33.14,35.18,33.14,152.0,41.0,50.0,243.0,39.0,7.0,3.0,32.0,3.0,64.0,48.0,113.0,154.0,8.0,18.0,127.0,28.0,28.0,23.0,109.0,38.0,46.0,4.32,4.53,26.34,7.0,5.0,27.0,243.0,193.0,193.0,13.0,2.56,3.2,3.2,34.55,34.55,33.15
SJS,2021,SJS,SJS,Team Level,all,79,0.46,0.46,0.47,287642.0,2268.89,211.89,158.49,521.84,75.04,1265.29,927.44,204.25,211.7,204.02,2299.0,861.0,996.0,4156.0,205.0,169.0,31.0,500.0,77.0,940.0,1269.0,2094.0,2955.0,276.0,644.0,2188.0,1926.0,708.0,683.0,2345.0,614.0,201.0,69.63,75.74,66.52,79.0,63.0,63.0,4131.67,3160.0,3144.57,403.0,34.88,37.86,37.86,208.91,208.13,203.42,2538.84,245.15,176.21,580.24,82.63,1420.92,1053.85,236.12,247.01,237.93,2529.0,1030.0,1321.0,4880.0,248.0,180.0,35.0,629.0,84.0,1139.0,1279.0,2281.0,3311.0,271.0,645.0,2223.0,1689.0,671.0,633.0,2615.0,724.0,220.0,76.21,88.14,80.81,78.0,88.0,82.0,4936.95,3559.0,3597.51,291.0,38.51,38.91,38.91,244.75,246.62,241.0
SJS,2021,SJS,SJS,Team Level,5on5,79,0.47,0.45,0.47,236602.0,1781.72,152.14,120.01,425.95,58.81,989.54,735.53,147.34,151.95,147.11,1783.0,699.0,803.0,3285.0,138.0,123.0,21.0,406.0,61.0,737.0,1017.0,1645.0,2344.0,257.0,606.0,1676.0,1831.0,590.0,573.0,1872.0,483.0,127.0,56.14,59.52,36.47,62.0,50.0,26.0,3260.67,2482.0,2466.57,360.0,24.81,26.7,26.94,150.01,149.23,146.7,2030.55,171.96,135.72,483.34,66.12,1141.19,851.65,166.82,173.82,168.64,2007.0,843.0,1122.0,3972.0,171.0,151.0,29.0,521.0,63.0,894.0,1050.0,1836.0,2679.0,243.0,587.0,1738.0,1577.0,560.0,546.0,2142.0,571.0,137.0,62.53,69.23,40.21,66.0,68.0,37.0,4028.95,2850.0,2888.51,254.0,28.01,31.81,31.81,168.17,170.03,167.28
SJS,2021,SJS,SJS,Team Level,4on5,79,0.14,0.16,0.19,21319.0,72.5,5.12,3.46,10.47,2.21,24.09,54.65,5.01,5.12,5.01,89.0,11.0,8.0,108.0,4.0,1.0,0.0,4.0,3.0,18.0,70.0,85.0,96.0,6.0,12.0,169.0,50.0,61.0,33.0,82.0,14.0,4.0,2.26,1.81,1.05,2.0,2.0,0.0,108.0,100.0,100.0,27.0,0.79,0.35,0.35,5.56,5.56,5.52,299.41,31.75,27.87,63.41,10.26,190.53,101.18,29.92,31.75,29.92,296.0,129.0,134.0,559.0,28.0,22.0,3.0,65.0,16.0,166.0,128.0,268.0,397.0,18.0,36.0,223.0,23.0,23.0,39.0,301.0,91.0,33.0,7.52,11.1,13.12,5.0,6.0,17.0,559.0,425.0,425.0,2.0,7.13,3.91,3.91,34.97,34.97,33.54
SJS,2021,SJS,SJS,Team Level,5on4,79,0.83,0.84,0.82,20435.0,290.35,31.0,25.77,63.52,10.1,182.84,95.78,29.43,31.0,29.43,304.0,105.0,131.0,540.0,36.0,34.0,6.0,68.0,9.0,135.0,127.0,268.0,373.0,8.0,16.0,219.0,21.0,26.0,53.0,304.0,67.0,38.0,7.9,7.99,15.11,10.0,6.0,20.0,540.0,409.0,409.0,8.0,6.64,7.13,6.95,30.68,30.68,29.63,68.32,6.26,3.51,8.81,1.88,21.34,49.19,6.24,6.26,6.24,74.0,17.0,15.0,106.0,10.0,0.0,0.0,11.0,2.0,15.0,53.0,64.0,81.0,2.0,4.0,135.0,61.0,60.0,25.0,63.0,24.0,4.0,1.85,3.28,1.13,0.0,9.0,1.0,106.0,91.0,91.0,22.0,0.8,0.0,0.0,7.06,7.06,7.03
MTL,2021,MTL,MTL,Team Level,other,80,0.41,0.48,0.46,10026.0,134.21,23.29,9.7,26.13,4.5,71.02,47.38,22.43,23.29,22.43,148.0,34.0,57.0,239.0,25.0,10.0,2.0,26.0,7.0,54.0,60.0,123.0,157.0,8.0,16.0,137.0,31.0,29.0,33.0,107.0,44.0,31.0,3.59,5.9,13.8,2.0,9.0,14.0,239.0,182.0,182.0,24.0,2.76,2.8,2.8,23.25,23.25,22.6,156.86,33.55,11.23,28.95,5.55,79.71,56.02,32.61,33.55,32.61,164.0,51.0,45.0,260.0,41.0,10.0,3.0,32.0,3.0,70.0,59.0,123.0,174.0,10.0,18.0,139.0,32.0,26.0,37.0,119.0,54.0,42.0,5.03,7.07,21.44,5.0,12.0,24.0,260.0,215.0,215.0,26.0,3.17,2.48,2.48,34.23,34.23,33.48
MTL,2021,MTL,MTL,Team Level,all,80,0.43,0.47,0.46,291133.0,2283.97,209.8,159.8,529.49,75.82,1254.32,925.77,202.07,207.95,200.26,2383.0,772.0,1081.0,4236.0,204.0,182.0,30.0,506.0,63.0,964.0,1236.0,2179.0,2951.0,315.0,686.0,2264.0,1978.0,479.0,998.0,2368.0,576.0,211.0,67.3,72.29,70.21,73.0,69.0,62.0,4144.59,3155.0,3097.86,759.0,35.31,36.27,36.63,208.48,206.32,201.82,2697.11,273.07,194.04,614.46,87.99,1489.56,1058.88,262.74,277.03,266.54,2758.0,960.0,1151.0,4869.0,312.0,219.0,42.0,592.0,95.0,1233.0,1267.0,2446.0,3406.0,293.0,632.0,2340.0,1788.0,470.0,1015.0,2633.0,800.0,285.0,79.66,98.23,95.18,93.0,123.0,96.0,4998.46,3718.0,3800.81,731.0,43.12,44.1,44.1,272.09,275.88,269.8
MTL,2021,MTL,MTL,Team Level,5on5,80,0.45,0.47,0.46,234061.0,1782.95,148.65,119.78,428.17,58.9,979.1,728.39,144.18,146.79,142.36,1849.0,614.0,867.0,3330.0,143.0,142.0,24.0,398.0,45.0,744.0,991.0,1706.0,2320.0,268.0,586.0,1707.0,1828.0,385.0,848.0,1867.0,459.0,137.0,54.06,57.07,37.52,61.0,52.0,30.0,3238.59,2463.0,2405.86,666.0,24.82,27.33,27.95,145.52,143.36,141.04,2067.98,181.41,141.36,491.1,66.82,1139.7,833.61,174.69,185.37,178.49,2110.0,744.0,912.0,3766.0,194.0,163.0,28.0,476.0,71.0,938.0,1012.0,1916.0,2660.0,253.0,550.0,1751.0,1677.0,382.0,841.0,2093.0,583.0,178.0,61.87,71.69,47.86,74.0,83.0,37.0,3895.46,2854.0,2936.81,624.0,29.36,34.15,34.15,176.61,180.41,177.38
MTL,2021,MTL,MTL,Team Level,4on5,80,0.13,0.14,0.16,24096.0,78.69,7.35,3.97,11.71,2.59,24.84,56.54,7.16,7.35,7.16,90.0,17.0,14.0,121.0,5.0,3.0,0.0,8.0,2.0,19.0,70.0,85.0,102.0,13.0,32.0,201.0,91.0,47.0,66.0,80.0,17.0,10.0,2.21,2.28,2.85,1.0,2.0,2.0,121.0,107.0,107.0,62.0,0.93,0.71,0.71,7.56,7.56,7.49,408.82,50.58,37.65,85.86,13.62,249.28,126.02,47.95,50.58,47.95,415.0,148.0,178.0,741.0,66.0,42.0,8.0,76.0,20.0,212.0,147.0,349.0,497.0,18.0,40.0,249.0,23.0,15.0,68.0,368.0,141.0,54.0,11.06,16.61,22.91,13.0,22.0,31.0,741.0,563.0,563.0,15.0,9.74,7.02,7.02,53.3,53.3,51.0
